claim_id,assessor_name,claim_type,notification_channel,complexity_score,prior_claims,days_to_report,settled_amount,days_to_settle,leakage_flag
CL002108,A19,motor,phone,5,0,25.6,1836.18,34.4,0
CL002109,A26,health,broker,3,1,2.8,802.24,31.7,0
CL002110,A22,motor,online,4,1,12.2,3082.46,27.9,0
CL002111,A11,health,online,5,0,12.7,876.58,44.5,0
CL002112,A6,travel,phone,3,1,17.1,1721.5,23.4,0
CL002113,A9,motor,phone,3,2,7.1,7418.02,27.4,0
CL002114,A25,motor,online,1,1,20.3,1599.7,15.2,0
CL002115,A17,health,broker,2,0,5.4,1752.42,19.9,0
CL002116,A25,property,phone,5,1,6.6,13081.6,34.8,0
CL002117,A18,motor,online,3,0,4.9,1339.43,24.6,0
CL002118,A23,health,phone,3,1,3.8,2016.18,24.2,0
CL002119,A23,health,online,4,0,8.0,3717.82,29.0,0
CL002120,A10,motor,phone,1,1,0.9,643.81,21.8,0
CL002121,A22,motor,broker,3,2,29.2,3394.28,30.4,0
CL002122,A22,motor,online,5,0,22.7,1862.61,35.6,0
CL002123,A4,motor,online,2,0,7.7,3647.91,23.0,0
CL002124,A19,travel,online,3,1,8.7,7156.52,20.5,0
CL002125,A7,property,online,2,0,12.1,4514.22,16.7,0
CL002126,A10,travel,online,2,0,13.2,678.41,19.5,0
CL002127,A29,motor,online,2,3,14.8,783.53,20.0,0
CL002128,A5,health,phone,4,0,5.5,832.55,31.4,0
CL002129,A7,motor,phone,1,2,8.8,1776.37,16.1,0
CL002130,A20,health,online,3,1,31.4,968.45,29.7,0
CL002131,A3,motor,broker,4,0,5.9,6102.59,34.1,0
CL002132,A1,motor,online,5,0,16.1,11027.8,40.8,0
CL002133,A9,health,phone,2,5,1.1,740.0,21.6,0
CL002134,A13,health,online,1,1,16.0,1571.29,19.4,0
CL002135,A26,motor,broker,4,3,3.8,2957.4,43.2,1
CL002136,A14,motor,broker,2,1,3.9,1705.95,18.4,0
CL002137,A14,motor,online,2,0,6.3,4310.44,18.8,0
CL002138,A25,property,broker,1,1,6.6,1550.14,34.7,1
CL002139,A19,property,phone,3,1,4.0,2719.46,19.9,0
CL002140,A9,motor,online,1,1,19.4,1655.62,20.5,0
CL002141,A2,travel,online,2,0,4.4,2434.08,19.3,0
CL002142,A7,motor,phone,4,0,7.6,395.15,27.5,0
CL002143,A5,travel,online,4,0,25.9,1771.97,33.6,0
CL002144,A19,property,phone,4,1,3.3,1263.62,25.7,0
CL002145,A4,property,online,5,1,14.7,2217.25,34.8,0
CL002146,A27,health,online,1,0,6.2,2114.92,15.3,0
CL002147,A4,property,broker,5,0,0.6,4852.96,44.9,0
CL002148,A11,health,phone,5,0,0.8,2809.9,26.7,0
CL002149,A0,property,online,3,0,0.6,954.27,18.2,0
CL002150,A29,property,phone,2,1,32.8,604.66,24.1,0
CL002151,A17,motor,phone,1,1,14.4,391.56,39.4,1
CL002152,A28,health,phone,1,1,6.6,536.62,17.6,0
CL002153,A0,health,broker,1,0,9.5,1807.88,15.4,0
CL002154,A1,motor,broker,2,0,4.1,2513.48,36.0,1
CL002155,A9,health,broker,3,0,12.4,2298.24,22.8,0
CL002156,A28,motor,online,4,1,1.6,7355.3,23.7,0
CL002157,A22,motor,phone,4,1,6.5,10037.74,30.5,0
CL002158,A14,property,phone,2,0,9.0,3385.33,17.3,0
CL002159,A20,health,broker,4,1,0.1,4750.22,44.0,1
CL002160,A19,motor,broker,2,1,8.6,72005.0,23.4,0
CL002161,A22,health,online,1,0,10.0,253.97,22.9,0
CL002162,A8,health,online,1,1,4.0,1208.53,12.4,0
CL002163,A6,property,broker,1,0,8.4,660.11,34.9,1
CL002164,A18,health,online,5,1,6.9,2449.59,54.0,1
CL002165,A4,motor,phone,2,1,16.7,676.13,31.3,0
CL002166,A16,motor,online,1,0,5.5,10601.0,16.8,0
CL002167,A20,property,online,5,0,18.8,3688.87,43.8,0
CL002168,A0,motor,phone,3,1,3.0,4220.36,26.1,0
CL002169,A16,motor,online,1,0,8.6,1156.05,15.2,0
CL002170,A4,health,phone,3,0,7.1,4286.67,20.5,0
CL002171,A12,health,phone,1,0,4.2,553.62,14.8,0
CL002172,A10,travel,online,5,0,3.7,5919.52,38.7,0
CL002173,A24,motor,online,1,0,6.7,5863.88,21.6,0
CL002174,A19,motor,broker,5,0,0.4,4495.05,29.2,0
CL002175,A27,property,online,1,0,26.0,1288.61,16.7,0
CL002176,A12,travel,phone,4,0,10.6,2053.47,26.3,0
CL002177,A15,health,online,5,2,9.1,4733.05,34.7,0
CL002178,A21,property,phone,2,1,9.8,2357.01,17.2,0
CL002179,A9,motor,phone,4,0,6.2,426.32,38.2,0
CL002180,A29,health,phone,5,0,11.8,3365.51,33.5,0
CL002181,A19,property,broker,1,1,13.9,301.06,18.4,0
CL002182,A25,health,phone,1,1,12.4,3995.58,15.0,0
CL002183,A19,property,phone,5,0,9.1,1225.55,32.4,0
CL002184,A18,property,broker,3,1,19.4,2695.11,36.5,0
CL002185,A26,motor,phone,1,1,3.6,1882.79,11.6,0
CL002186,A6,property,online,1,0,7.4,957.71,17.3,0
CL002187,A11,property,online,5,0,6.5,72317.75,29.5,0
CL002188,A12,motor,online,2,0,22.0,1349.31,25.9,0
CL002189,A0,health,online,5,1,1.7,6865.23,46.9,1
CL002190,A13,motor,phone,3,3,8.9,751.16,28.3,0
CL002191,A6,travel,phone,1,2,1.4,2710.94,17.7,0
CL002192,A7,travel,broker,2,2,2.8,1358.77,23.8,0
CL002193,A7,health,phone,3,0,2.7,3669.31,22.3,0
CL002194,A11,property,online,3,1,3.5,1780.38,19.1,0
CL002195,A7,motor,online,2,0,5.3,1191.45,18.3,0
CL002196,A18,property,phone,2,1,1.1,9784.51,15.9,0
CL002197,A27,motor,broker,1,0,13.3,1230.6,20.3,0
CL002198,A4,health,broker,1,1,22.1,1464.85,14.7,0
CL002199,A20,motor,online,3,0,2.9,659.47,21.1,0
CL002200,A5,motor,online,1,1,6.9,1561.21,11.8,0
CL002201,A5,health,online,4,1,25.5,719.84,39.9,0
CL002202,A3,travel,phone,3,2,11.4,2282.45,48.3,1
CL002203,A28,motor,broker,4,0,5.3,3575.3,25.9,0
CL002204,A19,travel,online,4,1,4.3,5651.77,33.9,0
CL002205,A0,travel,broker,1,0,8.3,3876.37,13.7,0
CL002206,A9,health,broker,3,2,1.0,1088.76,24.3,0
CL002207,A28,motor,broker,5,1,4.6,1558.34,28.7,0
CL002208,A12,property,online,5,2,3.7,2899.22,34.2,0
CL002209,A5,motor,phone,4,0,6.9,2222.6,24.4,0
CL002210,A17,health,phone,4,1,5.2,6240.56,34.2,0
CL002211,A14,motor,online,4,2,6.7,4269.61,23.5,0
CL002212,A0,property,online,4,2,7.0,4424.09,23.1,0
CL002213,A11,property,online,4,0,8.7,4929.97,27.4,0
CL002214,A20,property,phone,5,0,31.8,1934.33,36.7,0
CL002215,A13,travel,phone,3,1,11.3,2264.44,49.7,1
CL002216,A23,motor,phone,4,0,3.0,2173.19,25.6,0
CL002217,A13,motor,online,5,0,5.1,1748.61,47.5,1
CL002218,A26,motor,online,3,0,0.7,1375.21,26.0,0
CL002219,A21,property,online,2,0,24.9,813.97,25.3,0
CL002220,A17,health,phone,2,0,13.6,5965.08,20.8,0
CL002221,A2,property,phone,1,2,18.7,2129.96,16.3,0
CL002222,A2,health,online,3,0,9.9,3527.73,42.8,1
CL002223,A12,motor,phone,1,1,21.0,4548.27,22.5,0
CL002224,A26,motor,phone,3,0,1.8,11136.79,30.8,0
CL002225,A26,motor,online,1,0,15.6,39485.25,23.3,0
CL002226,A22,travel,phone,1,0,4.7,670.02,18.4,0
CL002227,A23,motor,phone,2,0,6.0,2836.43,21.0,0
CL002228,A24,motor,phone,5,2,11.0,2488.4,31.9,0
CL002229,A16,property,phone,3,0,15.6,1151.67,47.3,1
CL002230,A18,property,online,5,0,2.0,1070.42,28.1,0
CL002231,A20,motor,phone,3,0,15.5,2529.13,34.0,0
CL002232,A22,health,phone,4,2,2.0,2641.06,27.4,0
CL002233,A8,health,broker,2,0,17.6,1031.06,23.0,0
CL002234,A28,motor,online,2,3,8.0,7104.63,18.6,0
CL002235,A9,motor,broker,1,1,5.4,567.55,16.1,0
CL002236,A11,motor,phone,2,1,14.7,621.75,37.4,1
CL002237,A2,motor,online,4,0,6.9,1577.36,26.1,0
CL002238,A22,motor,phone,4,2,22.4,4274.15,50.0,1
CL002239,A16,health,phone,1,1,12.5,1098.53,12.5,0
CL002240,A17,health,broker,4,0,6.6,3356.75,30.0,0
CL002241,A19,motor,broker,4,0,2.4,1227.68,30.5,0
CL002242,A5,health,broker,4,1,3.0,3501.48,49.9,1
CL002243,A28,motor,online,2,0,7.6,1328.39,16.5,0
CL002244,A6,motor,broker,5,2,16.5,2370.15,51.3,0
CL002245,A8,health,phone,4,1,3.9,10430.4,32.7,0
CL002246,A6,property,online,3,2,1.3,930.83,26.2,0
CL002247,A8,motor,online,5,1,16.1,4365.49,59.8,1
CL002248,A10,health,phone,1,2,12.5,2132.07,13.8,0
CL002249,A0,property,broker,3,0,11.5,1171.06,25.8,0
CL002250,A23,health,phone,4,0,7.4,5067.76,38.3,0
CL002251,A24,property,phone,3,0,1.9,2232.29,20.9,0
CL002252,A27,property,online,1,0,7.1,595.92,21.3,0
CL002253,A13,travel,online,4,0,3.8,6491.76,49.6,0
CL002254,A19,motor,broker,2,1,18.6,3011.95,21.6,0
CL002255,A11,motor,online,1,0,10.7,350.99,14.5,0
CL002256,A13,health,phone,2,1,5.4,570.65,17.6,0
CL002257,A6,motor,online,1,1,5.6,828.57,11.5,0
CL002258,A17,health,phone,4,1,5.5,2136.92,27.8,0
CL002259,A7,motor,broker,3,2,6.5,2228.42,42.7,1
CL002260,A13,property,broker,3,1,3.6,1468.62,21.4,0
CL002261,A19,health,online,5,1,3.4,1592.44,56.0,1
CL002262,A22,motor,broker,5,1,8.3,3481.78,44.6,0
CL002263,A12,motor,phone,2,0,7.9,1819.31,16.8,0
CL002264,A10,motor,online,3,0,6.4,3109.55,40.1,1
CL002265,A28,property,phone,3,0,10.5,4108.68,30.2,0
CL002266,A29,motor,online,4,0,16.3,4011.81,27.0,0
CL002267,A24,motor,broker,4,0,20.7,1696.83,51.4,1
CL002268,A26,property,broker,5,0,3.7,1363.64,31.9,0
CL002269,A20,motor,online,5,0,6.8,2624.2,30.9,0
CL002270,A10,motor,online,2,0,0.6,4726.14,20.7,0
CL002271,A5,motor,phone,1,0,4.1,6557.53,16.4,0
CL002272,A23,health,broker,2,0,24.5,2821.47,21.2,0
CL002273,A11,motor,broker,4,0,15.1,638.32,47.4,1
CL002274,A19,property,phone,5,1,12.3,6179.68,54.4,1
CL002275,A15,property,phone,5,4,2.5,20262.45,28.7,0
CL002276,A16,motor,broker,3,0,1.5,3365.55,44.9,1
CL002277,A11,property,phone,5,3,7.0,2943.31,63.9,1
CL002278,A29,health,online,1,1,5.1,2161.17,19.6,0
CL002279,A29,property,phone,2,0,1.1,6266.17,19.3,0
CL002280,A24,health,online,3,0,8.3,7500.93,30.4,0
CL002281,A26,property,broker,1,0,2.8,792.35,12.6,0
CL002282,A18,motor,online,1,1,12.5,598.62,13.5,0
CL002283,A12,motor,phone,3,0,9.1,2159.89,20.4,0
CL002284,A6,property,phone,2,1,1.1,846.44,15.6,0
CL002285,A11,health,phone,2,1,8.3,3054.66,23.1,0
CL002286,A7,health,phone,5,1,5.2,1578.33,32.7,0
CL002287,A7,health,online,3,0,17.6,3825.36,33.3,0
CL002288,A0,health,online,2,2,7.2,8086.46,21.2,0
CL002289,A2,property,online,4,2,1.1,14260.32,31.0,0
CL002290,A6,motor,phone,5,0,2.4,16121.43,33.7,0
CL002291,A21,motor,phone,3,0,17.3,421.18,26.0,0
CL002292,A28,motor,broker,5,1,13.1,951.09,33.3,0
CL002293,A20,property,online,1,1,14.9,666.15,39.9,1
CL002294,A10,health,phone,4,1,4.5,1867.99,44.3,1
CL002295,A11,health,online,4,0,22.1,3865.97,37.2,0
CL002296,A9,property,phone,3,0,24.5,4840.16,29.9,0
CL002297,A12,health,online,2,3,5.1,1111.92,19.8,0
CL002298,A19,motor,online,5,2,1.7,9786.57,35.7,0
CL002299,A20,motor,phone,2,0,5.5,751.08,17.9,0
CL002300,A18,motor,online,3,1,10.2,1664.17,46.3,1
CL002301,A18,property,phone,3,0,37.4,1954.81,29.0,0
CL002302,A19,property,online,3,2,4.3,3639.93,23.8,0
CL002303,A21,health,online,5,3,14.3,3484.44,49.7,1
CL002304,A19,motor,phone,5,1,24.4,2317.78,35.4,0
CL002305,A4,motor,phone,1,0,15.4,1734.35,21.9,0
CL002306,A9,motor,online,2,1,8.3,1205.6,20.7,0
CL002307,A6,property,phone,3,0,17.9,5046.69,23.0,0
CL002308,A28,health,online,1,0,9.9,3249.04,17.8,0
CL002309,A5,motor,online,4,2,3.7,24167.18,46.7,1
CL002310,A9,property,online,2,1,4.6,2521.71,23.5,0
CL002311,A13,motor,online,5,0,23.8,3429.63,54.1,1
CL002312,A14,motor,phone,3,1,7.6,1861.79,23.3,0
CL002313,A21,motor,phone,1,1,0.7,891.02,21.8,0
CL002314,A8,property,online,4,0,1.1,753.74,51.2,1
CL002315,A1,property,phone,1,0,17.8,1080.9,15.6,0
CL002316,A15,motor,broker,3,1,21.2,1024.71,49.2,1
CL002317,A8,health,broker,5,0,7.2,931.49,35.8,0
CL002318,A8,health,online,1,1,8.8,4910.75,13.4,0
CL002319,A23,motor,online,1,0,29.0,2399.21,23.4,0
CL002320,A12,motor,online,4,0,24.6,1449.01,32.5,0
CL002321,A19,motor,online,5,1,8.8,3779.19,30.3,0
CL002322,A16,motor,broker,5,0,12.6,1873.42,30.8,0
CL002323,A29,motor,broker,5,1,41.5,70521.5,58.9,1
CL002324,A10,motor,online,4,2,1.1,12135.11,25.8,0
CL002325,A0,health,broker,1,0,4.3,6887.42,19.0,0
CL002326,A17,travel,online,4,2,9.0,4156.37,33.4,0
CL002327,A2,motor,broker,1,0,3.8,1176.87,35.7,1
CL002328,A27,travel,phone,5,2,1.8,1478.92,27.4,0
CL002329,A4,travel,online,3,1,12.2,3164.46,26.1,0
CL002330,A22,property,phone,5,1,5.5,2784.76,45.0,0
CL002331,A14,motor,phone,4,0,2.9,649.87,27.1,0
CL002332,A13,motor,phone,1,1,27.8,1715.36,20.2,0
CL002333,A17,property,online,1,0,4.4,2957.16,14.3,0
CL002334,A28,property,online,3,1,8.7,1026.64,21.8,0
CL002335,A12,health,broker,5,0,1.2,1516.57,34.5,0
CL002336,A20,health,online,3,0,7.1,1481.96,25.1,0
CL002337,A20,property,phone,4,0,10.2,36363.75,45.9,1
CL002338,A21,property,broker,1,0,17.5,1683.33,34.9,1
CL002339,A22,motor,phone,1,2,8.0,2117.18,20.3,0
CL002340,A9,motor,online,3,2,8.8,1985.68,21.4,0
CL002341,A13,health,online,4,1,3.7,2464.44,29.1,0
CL002342,A18,motor,online,1,2,10.6,774.64,13.3,0
CL002343,A13,motor,online,1,0,7.2,1242.39,15.5,0
CL002344,A0,health,phone,1,1,1.7,806.95,11.7,0
CL002345,A6,health,phone,3,0,6.2,1607.71,32.0,0
CL002346,A23,motor,broker,1,1,6.3,430.05,33.1,1
CL002347,A18,travel,phone,2,2,3.2,4938.02,19.0,0
CL002348,A19,motor,phone,2,0,6.1,852.77,34.6,0
CL002349,A22,health,online,4,0,2.2,396.57,25.8,0
CL002350,A4,health,phone,1,1,6.3,1124.78,13.4,0
CL002351,A12,motor,phone,4,0,9.3,2343.27,24.1,0
CL002352,A20,property,phone,4,0,18.2,7448.05,39.3,0
CL002353,A9,health,online,1,0,9.1,5564.78,17.0,0
CL002354,A18,health,phone,3,1,4.5,6912.43,19.8,0
CL002355,A27,motor,phone,4,0,8.5,12405.32,29.9,0
CL002356,A4,health,broker,3,2,10.3,12467.26,42.8,1
CL002357,A14,motor,broker,5,1,13.6,894.26,53.3,1
CL002358,A15,motor,phone,1,0,35.3,2315.4,21.5,0
CL002359,A11,motor,online,4,1,4.2,4988.01,28.5,0
CL002360,A28,motor,broker,4,1,6.4,1921.29,52.0,1
CL002361,A28,motor,online,1,0,5.9,401.81,18.1,0
CL002362,A19,travel,broker,3,1,0.4,22323.59,25.6,0
CL002363,A17,health,online,3,1,2.1,1981.59,25.2,0
CL002364,A22,travel,online,5,1,30.5,378.31,38.4,0
CL002365,A26,property,phone,4,1,7.8,1361.81,25.1,0
CL002366,A23,health,phone,3,0,17.0,2289.96,23.9,0
CL002367,A10,property,phone,1,0,10.4,1523.88,45.5,1
CL002368,A27,motor,online,4,2,1.4,5057.25,25.4,0
CL002369,A10,property,broker,4,0,9.4,473.79,34.3,0
CL002370,A25,motor,broker,2,1,7.3,1549.55,21.8,0
CL002371,A20,motor,broker,3,1,3.6,2290.43,52.3,1
CL002372,A19,property,broker,2,1,10.0,3981.75,19.9,0
CL002373,A29,motor,broker,4,1,11.0,1020.22,25.1,0
CL002374,A15,health,phone,3,0,3.5,890.28,21.9,0
CL002375,A27,health,phone,5,1,6.2,1294.66,33.1,0
CL002376,A29,motor,online,5,0,11.9,989.78,31.6,0
CL002377,A25,motor,phone,3,0,1.4,7529.06,21.9,0
CL002378,A8,motor,phone,4,0,15.8,6383.37,33.0,0
CL002379,A25,property,online,2,0,3.2,349.92,14.9,0
CL002380,A29,motor,online,1,1,3.0,9106.05,17.9,0
CL002381,A3,motor,broker,1,1,3.9,4707.89,20.7,0
CL002382,A15,health,phone,4,0,12.7,3730.81,29.4,0
CL002383,A21,health,phone,2,0,7.2,2299.39,23.3,0
CL002384,A25,property,phone,4,4,9.5,3906.03,25.7,0
CL002385,A20,motor,online,3,1,17.4,2520.85,28.7,0
CL002386,A7,health,phone,3,0,10.9,3355.6,22.3,0
CL002387,A19,travel,online,3,0,3.4,2938.55,19.4,0
CL002388,A21,health,online,3,2,11.3,3479.92,52.6,1
CL002389,A5,health,broker,2,1,2.9,535.05,41.7,1
CL002390,A12,health,broker,5,0,1.4,1782.13,33.5,0
CL002391,A19,motor,online,2,1,25.7,9114.9,42.6,1
CL002392,A29,health,broker,5,1,13.4,775.78,32.8,0
CL002393,A29,motor,phone,4,1,5.2,841.76,25.0,0
CL002394,A18,motor,phone,5,0,4.3,1681.92,49.1,0
CL002395,A10,motor,online,5,1,11.2,6725.91,50.9,1
CL002396,A9,property,phone,3,2,20.1,2493.34,51.8,1
CL002397,A11,health,online,2,0,13.8,2720.39,17.9,0
CL002398,A4,motor,phone,3,1,16.2,4901.61,23.3,0
CL002399,A5,motor,phone,4,0,5.5,1167.96,27.2,0
CL002400,A12,property,phone,3,0,7.8,3940.96,21.8,0
CL002401,A21,motor,phone,2,0,3.2,705.82,18.8,0
CL002402,A24,health,phone,5,1,6.3,9372.03,30.7,0
CL002403,A28,health,phone,2,2,13.8,3452.32,25.1,0
CL002404,A22,property,broker,1,0,6.1,21097.75,16.5,0
CL002405,A18,property,broker,3,1,3.3,2019.49,44.1,1
CL002406,A10,motor,online,4,2,7.4,2175.12,26.9,0
CL002407,A29,motor,phone,3,2,5.5,8281.53,21.9,0
CL002408,A9,motor,broker,3,1,2.8,1240.76,19.3,0
CL002409,A1,property,phone,5,0,2.5,646.0,26.8,0
CL002410,A21,travel,online,3,2,6.5,1127.07,44.6,1
CL002411,A16,motor,broker,3,1,5.0,1330.96,30.0,0
CL002412,A10,motor,phone,1,0,2.9,603.44,11.4,0
CL002413,A4,travel,broker,3,0,14.4,1109.1,27.5,0
CL002414,A24,property,online,1,0,9.7,937.63,15.0,0
CL002415,A11,health,phone,2,2,1.4,1150.42,16.3,0
CL002416,A9,motor,online,4,1,18.1,4025.57,31.9,0
CL002417,A4,health,broker,5,1,12.0,1246.95,57.6,1
CL002418,A8,property,online,1,2,0.4,252.45,10.8,0
CL002419,A17,health,online,5,3,2.8,2896.87,28.1,0
CL002420,A18,health,phone,4,0,8.2,3869.32,29.6,0
CL002421,A25,motor,online,3,0,8.9,1896.05,46.2,1
CL002422,A18,health,online,4,1,6.4,4099.78,23.2,0
CL002423,A9,property,online,3,1,5.0,1851.41,21.5,0
CL002424,A6,property,online,2,2,10.8,382.6,47.8,1
CL002425,A5,travel,online,3,1,14.7,663.32,26.4,0
CL002426,A21,travel,phone,4,1,23.0,2124.81,37.8,0
CL002427,A12,motor,broker,4,1,8.4,5350.72,27.7,0
CL002428,A27,property,phone,4,1,0.3,1795.83,45.3,1
CL002429,A9,property,online,5,0,5.7,10923.38,28.2,0
CL002430,A1,motor,online,1,0,21.1,1350.46,19.6,0
CL002431,A8,health,broker,4,0,0.3,6694.38,26.0,0
CL002432,A19,property,online,1,1,3.0,381.33,10.6,0
CL002433,A21,property,online,5,4,10.5,14594.36,36.2,0
CL002434,A11,property,online,3,0,6.0,3419.57,24.9,0
CL002435,A16,health,broker,2,0,5.5,2592.02,17.3,0
CL002436,A26,health,online,4,0,1.2,2115.46,48.1,1
CL002437,A21,property,phone,2,1,2.5,4325.06,20.8,0
CL002438,A6,health,broker,4,1,17.3,945.5,29.9,0
CL002439,A9,motor,online,1,0,9.6,1530.8,15.1,0
CL002440,A29,motor,phone,4,0,6.4,2119.9,29.3,0
CL002441,A11,motor,broker,2,0,19.8,9219.14,22.3,0
CL002442,A14,property,broker,4,1,8.2,4278.52,24.0,0
CL002443,A17,motor,broker,2,2,21.6,524.64,18.7,0
CL002444,A17,property,online,3,1,5.3,986.86,19.8,0
CL002445,A14,property,phone,5,0,16.1,5700.19,31.0,0
CL002446,A14,travel,phone,3,1,1.1,1492.58,29.7,0
CL002447,A1,health,broker,1,0,7.5,1613.43,13.8,0
CL002448,A29,property,phone,3,0,11.7,2753.85,33.8,0
CL002449,A2,health,online,4,1,7.6,5956.17,35.2,0
CL002450,A19,motor,online,2,0,20.0,1022.14,27.0,0
CL002451,A18,property,phone,5,0,1.6,2895.3,49.5,1
CL002452,A22,property,broker,5,0,11.7,4740.71,57.2,1
CL002453,A26,property,broker,2,1,6.9,1739.54,22.6,0
CL002454,A12,motor,phone,3,0,7.0,809.92,25.5,0
CL002455,A23,health,online,5,1,6.5,8288.54,35.6,0
CL002456,A12,property,online,1,0,1.0,1564.02,20.9,0
CL002457,A10,property,online,4,1,5.2,3088.47,30.0,0
CL002458,A28,motor,phone,2,1,11.0,1146.12,21.0,0
CL002459,A13,motor,online,3,2,3.8,3307.55,29.8,0
CL002460,A11,travel,phone,1,0,8.4,623.62,22.5,0
CL002461,A16,motor,online,1,1,5.1,572.66,14.3,0
CL002462,A29,travel,online,5,0,6.2,7670.02,36.1,0
CL002463,A18,property,online,5,0,12.2,6401.07,33.4,0
CL002464,A16,property,broker,2,0,9.4,9186.69,20.7,0
CL002465,A15,motor,online,3,0,14.1,2703.42,25.6,0
CL002466,A3,health,broker,5,2,0.3,8191.36,30.7,0
CL002467,A22,health,online,1,0,3.2,572.5,19.6,0
CL002468,A0,motor,broker,2,1,1.4,3357.2,18.9,0
CL002469,A20,health,online,2,0,6.3,1639.75,18.1,0
CL002470,A17,health,phone,2,1,0.8,648.31,15.8,0
CL002471,A5,property,online,3,0,1.7,1118.72,27.5,0
CL002472,A0,property,online,3,0,10.2,792.98,31.0,0
CL002473,A14,health,online,4,2,1.4,2702.45,36.6,0
CL002474,A28,property,online,3,2,8.5,1551.91,20.9,0
CL002475,A25,motor,online,5,2,13.3,446.61,51.7,1
CL002476,A27,property,phone,1,1,3.5,1179.6,11.8,0
CL002477,A21,health,broker,5,1,8.6,4068.6,31.3,0
CL002478,A9,motor,phone,2,1,7.8,1555.26,42.3,1
CL002479,A1,motor,online,5,2,1.2,7058.52,31.2,0
CL002480,A4,motor,broker,2,1,22.5,3190.62,28.4,0
CL002481,A16,motor,phone,4,0,7.2,2288.36,28.7,0
CL002482,A19,property,online,4,2,3.9,2659.05,25.7,0
CL002483,A8,health,phone,5,0,7.0,4553.69,35.6,0
CL002484,A27,motor,online,2,2,13.3,3507.55,20.3,0
CL002485,A3,health,broker,4,3,11.1,471.22,35.6,0
CL002486,A7,motor,broker,5,0,0.5,2213.71,31.9,0
CL002487,A2,motor,online,5,2,16.4,7238.09,32.0,0
CL002488,A1,motor,phone,2,0,21.9,2091.74,42.8,1
CL002489,A14,motor,online,3,0,16.9,2085.26,35.4,0
CL002490,A9,motor,online,3,0,26.6,4211.34,26.9,0
CL002491,A2,travel,phone,4,1,14.8,2209.87,27.0,0
CL002492,A16,motor,phone,5,0,32.4,2275.07,36.6,0
CL002493,A11,motor,online,2,0,2.5,3053.49,24.3,0
CL002494,A26,health,online,2,2,15.3,1679.3,27.4,0
CL002495,A29,health,online,3,0,11.2,1245.16,25.1,0
CL002496,A24,health,phone,1,5,9.4,337.01,33.2,1
CL002497,A3,health,phone,5,0,9.8,3391.01,30.6,0
CL002498,A7,health,phone,4,1,2.8,1699.62,24.1,0
CL002499,A6,motor,broker,3,0,4.1,2925.79,24.9,0
CL002500,A14,property,online,4,0,9.0,7371.54,43.9,1
CL002501,A23,motor,online,4,0,6.4,2853.29,27.1,0
CL002502,A21,motor,online,2,1,7.0,1257.75,17.2,0
CL002503,A2,travel,phone,3,3,12.6,670.23,22.6,0
CL002504,A0,travel,phone,2,0,4.7,1482.09,16.7,0
CL002505,A25,property,phone,4,0,6.2,1399.28,24.3,0
CL002506,A7,property,phone,5,0,5.5,946.93,35.4,0
CL002507,A27,property,online,1,0,22.4,456.35,18.4,0
CL002508,A4,property,broker,1,0,8.7,1273.6,24.9,0
CL002509,A4,property,broker,5,0,9.7,2299.49,29.5,0
CL002510,A7,motor,phone,1,1,5.4,293.03,19.0,0
CL002511,A14,health,online,1,2,4.3,2372.69,33.7,1
CL002512,A0,property,online,1,1,8.1,1006.5,23.3,0
CL002513,A9,motor,broker,5,1,8.0,2114.43,37.8,0
CL002514,A16,motor,phone,1,3,11.8,689.42,14.5,0
CL002515,A15,property,online,2,2,6.4,1380.46,14.8,0
CL002516,A1,motor,phone,3,0,1.9,2949.75,22.9,0
CL002517,A6,motor,online,3,0,5.2,1547.08,20.9,0
CL002518,A10,health,phone,5,1,5.4,8072.02,28.3,0
CL002519,A26,motor,phone,3,1,4.6,205.07,24.9,0
CL002520,A15,property,broker,1,0,1.3,1681.43,12.8,0
CL002521,A19,property,phone,4,0,12.8,1970.96,27.3,0
CL002522,A28,health,online,5,0,17.0,5254.88,34.3,0
CL002523,A25,property,broker,4,2,2.9,1160.45,53.4,1
CL002524,A20,health,phone,4,0,5.1,488.74,28.3,0
CL002525,A12,health,online,4,0,6.5,4103.7,31.8,0
CL002526,A21,property,broker,4,1,5.6,1798.87,24.2,0
CL002527,A23,motor,broker,5,1,13.6,11551.84,32.4,0
CL002528,A24,property,phone,1,0,12.4,1348.9,18.0,0
CL002529,A3,motor,phone,5,0,8.0,2806.63,34.3,0
CL002530,A21,motor,online,1,0,4.9,1311.03,13.2,0
CL002531,A23,property,online,4,0,11.6,599.28,33.8,0
CL002532,A2,motor,online,2,3,6.9,2820.84,30.6,0
CL002533,A24,property,online,4,0,29.7,1255.54,36.5,0
CL002534,A25,motor,online,1,1,6.4,1534.28,12.7,0
CL002535,A11,property,phone,5,2,1.2,3915.86,31.8,0
CL002536,A14,motor,phone,3,1,3.6,1629.99,24.7,0
CL002537,A0,property,broker,3,2,11.7,8296.54,49.3,1
CL002538,A15,health,online,5,1,6.3,2691.15,29.5,0
CL002539,A13,health,phone,2,2,16.6,10145.88,40.2,1
CL002540,A13,property,online,1,1,13.0,1801.05,18.8,0
CL002541,A1,property,phone,1,0,5.6,3331.37,14.8,0
CL002542,A6,health,online,2,1,13.7,6865.97,25.0,0
CL002543,A14,health,online,4,0,25.1,14936.03,55.2,1
CL002544,A25,health,online,4,1,2.4,2701.46,52.4,1
